190,601,"Coca-Cola 0,5 литра",,60,Напитки,https://susi.pizza/wp-content/uploads/2022/05/4iymqfuwvbg.jpg
191,602,"Coca-Cola 0,9 литра",,75,Напитки,https://susi.pizza/wp-content/uploads/2022/05/5gxuaamrjgy.jpg
192,609,Coca-Cola 2 литра,,120,Напитки,https://susi.pizza/wp-content/uploads/2022/05/pd-ghsjzd6w.jpg
193,614,"Fanta 0,9 литра","0,9 л",75,Напитки,https://susi.pizza/wp-content/uploads/2022/05/zflwi_1k-zq.jpg
194,610,"Fanta 0,5 литра",,60,Напитки,https://susi.pizza/wp-content/uploads/2022/05/pu3ow7yjdn8.jpg
201,608,"Fanta 0,33 литра",,40,Напитки,https://susi.pizza/wp-content/uploads/2022/05/img_9113.jpg
202,604,Fanta 2 литра,,120,Напитки,https://susi.pizza/wp-content/uploads/2022/05/eh445ln8vuq.jpg
203,611,"Sprite 0,33 литра","0,33",40,Напитки,https://susi.pizza/wp-content/uploads/2022/05/wcnq_urmtui.jpg
204,603,"Sprite 0,5 литра","0,5",60,Напитки,https://susi.pizza/wp-content/uploads/2022/05/6kovev_hupe.jpg
205,605,Sprite 2 литра,,120,Напитки,https://susi.pizza/wp-content/uploads/2022/05/ekpkmqrktiq.jpg
206,613,"Sprite 0,9 литра",,75,Напитки,https://susi.pizza/wp-content/uploads/2022/05/ymzder5xnvy.jpg
212,222,Москва,"Рис, сливочный сыр, икра лосося, огурец, лосось (8шт)",450,Роллы,https://susi.pizza/wp-content/uploads/2022/05/moskva-scaled-1.jpg
213,710,Школьная,"Копченная курица, ветчина, маринованный огурец, соус Тар-тар, сыр",510,Пицца,https://susi.pizza/wp-content/uploads/2022/05/imgonline-com-ua-resize-1i3uyjgbo8pjlrkd_optimized_optimized.png
214,717,Четыре сезона,"Пепперони, ветчина, копченная курица, маринованный огурец, соус BBQ, ветчина. опята. соус тысяча островов, охотничьи колбаски, грибы, томатный соус. сыр",480,Пицца,https://susi.pizza/wp-content/uploads/2022/05/4-sezona_optimized.png
215,713,Тар-тар,,510,Пицца,https://susi.pizza/wp-content/uploads/2022/05/tar-tar_optimized.png
216,704,Та самая,"Бекон, ветчина. маринованный лук. маринованный огурец. томатный соус. сыр",440,Пицца,https://susi.pizza/wp-content/uploads/2022/05/ta-samaya_optimized.png
223,702,Средне-Острая,Охотничьи колбаски. ветчина. болгарский перец. острый перец Халапеньо. острый соус Кимчи. томатный соус. сыр,440,Пицца,https://susi.pizza/wp-content/uploads/2022/05/sredne-ostraya_optimized.png
224,711,Спортивная,Пепперони. шампьньены. помидоры. томатный соус. сыр,440,Пицца,https://susi.pizza/wp-content/uploads/2022/05/sportivnaya_optimized.png
225,701,Популярная,"Ветчина. копченная курица, маринованный огурец , томатный соус. сыр",440,Пицца,https://susi.pizza/wp-content/uploads/2022/05/populyarnaya_optimized.png
226,716,Пепперони,"Пепперони, томатный соус. сыр",430,Пицца,https://susi.pizza/wp-content/uploads/2022/05/pepperoni_optimized.png
227,708,Острое мясо,"Ветчина, пепперони, острый перец халапеньо. томатный соус, сыр",440,Пицца,https://susi.pizza/wp-content/uploads/2022/05/ostroe-myaso_optimized.png
228,706,Мясная,"Салями, ветчина, охотничьи колбаски, помидоры, томатный соус, сыр",520,Пицца,https://susi.pizza/wp-content/uploads/2022/05/masnaya_optimized.png
234,715,Морская,"Лосось. соус Тар-тар, сыр",560,Пицца,https://susi.pizza/wp-content/uploads/2022/05/morskaya_optimized.png
235,707,Много мяса,"Салями, ветчина, пепперони , охотничьи колбаски, шампиньоны, томатный соус, сыр",460,Пицца,https://susi.pizza/wp-content/uploads/2022/05/mnogo-myasa_optimized.png
236,703,Маргарита,Помидоры. томатный соус. Сыр,410,Пицца,https://susi.pizza/wp-content/uploads/2022/05/margarita_optimized.png
237,718,Двойной бекон,"Бекон. помидор. шампьньоны. соус Тар-тар, сыр",450,Пицца,https://susi.pizza/wp-content/uploads/2022/05/dvojnoj-bekon_optimized.png
238,720,Гавайи,"Копченная курица, ветчина, ананас, томатный соус,сыр",510,Пицца,https://susi.pizza/wp-content/uploads/2022/05/gavaji.png
247,719,Вегетарианская,Помидор. грибы. болгарский перец. маслины. томатный соус. сыр,430,Пицца,https://susi.pizza/wp-content/uploads/2022/05/vegetarianskaya_optimized.png
248,709,Болгарская,"Копченная курица. ветчина. болгарский перец. маринованный лук, соус Тар-тар. сыр",520,Пицца,https://susi.pizza/wp-content/uploads/2022/05/bolgarskaya_optimized.png
249,714,Ассорти,Охотничьи колбаски. ветчина. маринованный лук. болгарский перец. томатный соус. сыр,510,Пицца,https://susi.pizza/wp-content/uploads/2022/05/assarti_optimized.png
250,712,Барбекю,"Ветчина. охотничьи колбаски, маринованный огурец. соус BBQ . томатный соус, сыр",460,Пицца,https://susi.pizza/wp-content/uploads/2022/05/barbekyu_optimized.png
251,705,1000 островов,"Копченная курица. грибы, маринованные огурец, соус тысяча островов. томатный соус, сыр",460,Пицца,https://susi.pizza/wp-content/uploads/2022/05/1000_optimized.png
252,203,Баланс,"Рис, лосось, водоросли чука, сливочный сыр, огурец, соус Ореховый",280,Роллы,https://susi.pizza/wp-content/uploads/2022/05/balans-scaled-1.jpg
253,245,Филадельфия лайт,"Рис, лосось, огурец, сливочный сыр",300,Роллы,https://susi.pizza/wp-content/uploads/2022/05/yro_bkkaiaw.jpg
254,116,Фламинго,"Аврора, Темпура крабик, Сырный-сырный, Темпура в шапочке",730,Наборы,https://susi.pizza/wp-content/uploads/2022/05/e9ohnexhd9q.jpg
262,117,Дуэт,"Лосось темпура, Темпура крабик, Сливочная курочка, Рыбонька",840,Наборы,https://susi.pizza/wp-content/uploads/2022/05/tz-vthklaoy.jpg
263,118,Ходовой,"Запеченый бурито, Лука, Филадельфия лайт, Чиполлино",860,Наборы,https://susi.pizza/wp-content/uploads/2022/05/dizajn-bez-nazvaniya-1.png
264,119,Перекус,"Манила лосось, Сливочная курочка, Рыбонька",540,Наборы,https://susi.pizza/wp-content/uploads/2022/05/xtcj-ws08xo.jpg
265,120,Лайт,"Филадельфия лайт, Рыбонька, Чиполлино",630,Наборы,https://susi.pizza/wp-content/uploads/2022/05/dizajn-bez-nazvaniya.png
